"Subject","Start Date","Start Time","End Date","End Time","All day event","Description","Show time as","Location"
"26th of Tevet 5774","12/29/2013",,,,"true","","3","Jewish Holidays"
"27th of Tevet 5774","12/30/2013",,,,"true","","3","Jewish Holidays"
"28th of Tevet 5774","12/31/2013",,,,"true","","3","Jewish Holidays"
"29th of Tevet 5774","1/1/2014",,,,"true","","3","Jewish Holidays"
"1st of Sh'vat 5774","1/2/2014",,,,"true","","3","Jewish Holidays"
"2nd of Sh'vat 5774","1/3/2014",,,,"true","","3","Jewish Holidays"
"3rd of Sh'vat 5774","1/4/2014",,,,"true","","3","Jewish Holidays"
"4th of Sh'vat 5774","1/5/2014",,,,"true","","3","Jewish Holidays"
"5th of Sh'vat 5774","1/6/2014",,,,"true","","3","Jewish Holidays"
"6th of Sh'vat 5774","1/7/2014",,,,"true","","3","Jewish Holidays"
"7th of Sh'vat 5774","1/8/2014",,,,"true","","3","Jewish Holidays"
"8th of Sh'vat 5774","1/9/2014",,,,"true","","3","Jewish Holidays"
"9th of Sh'vat 5774","1/10/2014",,,,"true","","3","Jewish Holidays"
"10th of Sh'vat 5774","1/11/2014",,,,"true","","3","Jewish Holidays"
"11th of Sh'vat 5774","1/12/2014",,,,"true","","3","Jewish Holidays"
"12th of Sh'vat 5774","1/13/2014",,,,"true","","3","Jewish Holidays"
"13th of Sh'vat 5774","1/14/2014",,,,"true","","3","Jewish Holidays"
"14th of Sh'vat 5774","1/15/2014",,,,"true","","3","Jewish Holidays"
"15th of Sh'vat 5774","1/16/2014",,,,"true","","3","Jewish Holidays"
"16th of Sh'vat 5774","1/17/2014",,,,"true","","3","Jewish Holidays"
"17th of Sh'vat 5774","1/18/2014",,,,"true","","3","Jewish Holidays"
"18th of Sh'vat 5774","1/19/2014",,,,"true","","3","Jewish Holidays"
"19th of Sh'vat 5774","1/20/2014",,,,"true","","3","Jewish Holidays"
"20th of Sh'vat 5774","1/21/2014",,,,"true","","3","Jewish Holidays"
"21st of Sh'vat 5774","1/22/2014",,,,"true","","3","Jewish Holidays"
"22nd of Sh'vat 5774","1/23/2014",,,,"true","","3","Jewish Holidays"
"23rd of Sh'vat 5774","1/24/2014",,,,"true","","3","Jewish Holidays"
"24th of Sh'vat 5774","1/25/2014",,,,"true","","3","Jewish Holidays"
"25th of Sh'vat 5774","1/26/2014",,,,"true","","3","Jewish Holidays"
"26th of Sh'vat 5774","1/27/2014",,,,"true","","3","Jewish Holidays"
"27th of Sh'vat 5774","1/28/2014",,,,"true","","3","Jewish Holidays"
"28th of Sh'vat 5774","1/29/2014",,,,"true","","3","Jewish Holidays"
"29th of Sh'vat 5774","1/30/2014",,,,"true","","3","Jewish Holidays"
"30th of Sh'vat 5774","1/31/2014",,,,"true","","3","Jewish Holidays"
"1st of Adar I 5774","2/1/2014",,,,"true","","3","Jewish Holidays"
"2nd of Adar I 5774","2/2/2014",,,,"true","","3","Jewish Holidays"
"3rd of Adar I 5774","2/3/2014",,,,"true","","3","Jewish Holidays"
"4th of Adar I 5774","2/4/2014",,,,"true","","3","Jewish Holidays"
"5th of Adar I 5774","2/5/2014",,,,"true","","3","Jewish Holidays"
"6th of Adar I 5774","2/6/2014",,,,"true","","3","Jewish Holidays"
"7th of Adar I 5774","2/7/2014",,,,"true","","3","Jewish Holidays"
"8th of Adar I 5774","2/8/2014",,,,"true","","3","Jewish Holidays"
"9th of Adar I 5774","2/9/2014",,,,"true","","3","Jewish Holidays"
"10th of Adar I 5774","2/10/2014",,,,"true","","3","Jewish Holidays"
"11th of Adar I 5774","2/11/2014",,,,"true","","3","Jewish Holidays"
"12th of Adar I 5774","2/12/2014",,,,"true","","3","Jewish Holidays"
"13th of Adar I 5774","2/13/2014",,,,"true","","3","Jewish Holidays"
"14th of Adar I 5774","2/14/2014",,,,"true","","3","Jewish Holidays"
"15th of Adar I 5774","2/15/2014",,,,"true","","3","Jewish Holidays"
"16th of Adar I 5774","2/16/2014",,,,"true","","3","Jewish Holidays"
"17th of Adar I 5774","2/17/2014",,,,"true","","3","Jewish Holidays"
"18th of Adar I 5774","2/18/2014",,,,"true","","3","Jewish Holidays"
"19th of Adar I 5774","2/19/2014",,,,"true","","3","Jewish Holidays"
"20th of Adar I 5774","2/20/2014",,,,"true","","3","Jewish Holidays"
"21st of Adar I 5774","2/21/2014",,,,"true","","3","Jewish Holidays"
"22nd of Adar I 5774","2/22/2014",,,,"true","","3","Jewish Holidays"
"23rd of Adar I 5774","2/23/2014",,,,"true","","3","Jewish Holidays"
"24th of Adar I 5774","2/24/2014",,,,"true","","3","Jewish Holidays"
"25th of Adar I 5774","2/25/2014",,,,"true","","3","Jewish Holidays"
"26th of Adar I 5774","2/26/2014",,,,"true","","3","Jewish Holidays"
"27th of Adar I 5774","2/27/2014",,,,"true","","3","Jewish Holidays"
"28th of Adar I 5774","2/28/2014",,,,"true","","3","Jewish Holidays"
"29th of Adar I 5774","3/1/2014",,,,"true","","3","Jewish Holidays"
"30th of Adar I 5774","3/2/2014",,,,"true","","3","Jewish Holidays"
"1st of Adar II 5774","3/3/2014",,,,"true","","3","Jewish Holidays"
"2nd of Adar II 5774","3/4/2014",,,,"true","","3","Jewish Holidays"
"3rd of Adar II 5774","3/5/2014",,,,"true","","3","Jewish Holidays"
"4th of Adar II 5774","3/6/2014",,,,"true","","3","Jewish Holidays"
"5th of Adar II 5774","3/7/2014",,,,"true","","3","Jewish Holidays"
"6th of Adar II 5774","3/8/2014",,,,"true","","3","Jewish Holidays"
"7th of Adar II 5774","3/9/2014",,,,"true","","3","Jewish Holidays"
"8th of Adar II 5774","3/10/2014",,,,"true","","3","Jewish Holidays"
"9th of Adar II 5774","3/11/2014",,,,"true","","3","Jewish Holidays"
"10th of Adar II 5774","3/12/2014",,,,"true","","3","Jewish Holidays"
"11th of Adar II 5774","3/13/2014",,,,"true","","3","Jewish Holidays"
"12th of Adar II 5774","3/14/2014",,,,"true","","3","Jewish Holidays"
"13th of Adar II 5774","3/15/2014",,,,"true","","3","Jewish Holidays"
"14th of Adar II 5774","3/16/2014",,,,"true","","3","Jewish Holidays"
"15th of Adar II 5774","3/17/2014",,,,"true","","3","Jewish Holidays"
"16th of Adar II 5774","3/18/2014",,,,"true","","3","Jewish Holidays"
"17th of Adar II 5774","3/19/2014",,,,"true","","3","Jewish Holidays"
"18th of Adar II 5774","3/20/2014",,,,"true","","3","Jewish Holidays"
"19th of Adar II 5774","3/21/2014",,,,"true","","3","Jewish Holidays"
"20th of Adar II 5774","3/22/2014",,,,"true","","3","Jewish Holidays"
"21st of Adar II 5774","3/23/2014",,,,"true","","3","Jewish Holidays"
"22nd of Adar II 5774","3/24/2014",,,,"true","","3","Jewish Holidays"
"23rd of Adar II 5774","3/25/2014",,,,"true","","3","Jewish Holidays"
"24th of Adar II 5774","3/26/2014",,,,"true","","3","Jewish Holidays"
"25th of Adar II 5774","3/27/2014",,,,"true","","3","Jewish Holidays"
"26th of Adar II 5774","3/28/2014",,,,"true","","3","Jewish Holidays"
"27th of Adar II 5774","3/29/2014",,,,"true","","3","Jewish Holidays"
"28th of Adar II 5774","3/30/2014",,,,"true","","3","Jewish Holidays"
"29th of Adar II 5774","3/31/2014",,,,"true","","3","Jewish Holidays"
"1st of Nisan 5774","4/1/2014",,,,"true","","3","Jewish Holidays"
"2nd of Nisan 5774","4/2/2014",,,,"true","","3","Jewish Holidays"
"3rd of Nisan 5774","4/3/2014",,,,"true","","3","Jewish Holidays"
"4th of Nisan 5774","4/4/2014",,,,"true","","3","Jewish Holidays"
"5th of Nisan 5774","4/5/2014",,,,"true","","3","Jewish Holidays"
"6th of Nisan 5774","4/6/2014",,,,"true","","3","Jewish Holidays"
"7th of Nisan 5774","4/7/2014",,,,"true","","3","Jewish Holidays"
"8th of Nisan 5774","4/8/2014",,,,"true","","3","Jewish Holidays"
"9th of Nisan 5774","4/9/2014",,,,"true","","3","Jewish Holidays"
"10th of Nisan 5774","4/10/2014",,,,"true","","3","Jewish Holidays"
"11th of Nisan 5774","4/11/2014",,,,"true","","3","Jewish Holidays"
"12th of Nisan 5774","4/12/2014",,,,"true","","3","Jewish Holidays"
"13th of Nisan 5774","4/13/2014",,,,"true","","3","Jewish Holidays"
"14th of Nisan 5774","4/14/2014",,,,"true","","3","Jewish Holidays"
"15th of Nisan 5774","4/15/2014",,,,"true","","3","Jewish Holidays"
"16th of Nisan 5774","4/16/2014",,,,"true","","3","Jewish Holidays"
"17th of Nisan 5774","4/17/2014",,,,"true","","3","Jewish Holidays"
"18th of Nisan 5774","4/18/2014",,,,"true","","3","Jewish Holidays"
"19th of Nisan 5774","4/19/2014",,,,"true","","3","Jewish Holidays"
"20th of Nisan 5774","4/20/2014",,,,"true","","3","Jewish Holidays"
"21st of Nisan 5774","4/21/2014",,,,"true","","3","Jewish Holidays"
"22nd of Nisan 5774","4/22/2014",,,,"true","","3","Jewish Holidays"
"23rd of Nisan 5774","4/23/2014",,,,"true","","3","Jewish Holidays"
"24th of Nisan 5774","4/24/2014",,,,"true","","3","Jewish Holidays"
"25th of Nisan 5774","4/25/2014",,,,"true","","3","Jewish Holidays"
"26th of Nisan 5774","4/26/2014",,,,"true","","3","Jewish Holidays"
"27th of Nisan 5774","4/27/2014",,,,"true","","3","Jewish Holidays"
"28th of Nisan 5774","4/28/2014",,,,"true","","3","Jewish Holidays"
"29th of Nisan 5774","4/29/2014",,,,"true","","3","Jewish Holidays"
"30th of Nisan 5774","4/30/2014",,,,"true","","3","Jewish Holidays"
"1st of Iyyar 5774","5/1/2014",,,,"true","","3","Jewish Holidays"
"2nd of Iyyar 5774","5/2/2014",,,,"true","","3","Jewish Holidays"
"3rd of Iyyar 5774","5/3/2014",,,,"true","","3","Jewish Holidays"
"4th of Iyyar 5774","5/4/2014",,,,"true","","3","Jewish Holidays"
"5th of Iyyar 5774","5/5/2014",,,,"true","","3","Jewish Holidays"
"6th of Iyyar 5774","5/6/2014",,,,"true","","3","Jewish Holidays"
"7th of Iyyar 5774","5/7/2014",,,,"true","","3","Jewish Holidays"
"8th of Iyyar 5774","5/8/2014",,,,"true","","3","Jewish Holidays"
"9th of Iyyar 5774","5/9/2014",,,,"true","","3","Jewish Holidays"
"10th of Iyyar 5774","5/10/2014",,,,"true","","3","Jewish Holidays"
"11th of Iyyar 5774","5/11/2014",,,,"true","","3","Jewish Holidays"
"12th of Iyyar 5774","5/12/2014",,,,"true","","3","Jewish Holidays"
"13th of Iyyar 5774","5/13/2014",,,,"true","","3","Jewish Holidays"
"14th of Iyyar 5774","5/14/2014",,,,"true","","3","Jewish Holidays"
"15th of Iyyar 5774","5/15/2014",,,,"true","","3","Jewish Holidays"
"16th of Iyyar 5774","5/16/2014",,,,"true","","3","Jewish Holidays"
"17th of Iyyar 5774","5/17/2014",,,,"true","","3","Jewish Holidays"
"18th of Iyyar 5774","5/18/2014",,,,"true","","3","Jewish Holidays"
"19th of Iyyar 5774","5/19/2014",,,,"true","","3","Jewish Holidays"
"20th of Iyyar 5774","5/20/2014",,,,"true","","3","Jewish Holidays"
"21st of Iyyar 5774","5/21/2014",,,,"true","","3","Jewish Holidays"
"22nd of Iyyar 5774","5/22/2014",,,,"true","","3","Jewish Holidays"
"23rd of Iyyar 5774","5/23/2014",,,,"true","","3","Jewish Holidays"
"24th of Iyyar 5774","5/24/2014",,,,"true","","3","Jewish Holidays"
"25th of Iyyar 5774","5/25/2014",,,,"true","","3","Jewish Holidays"
"26th of Iyyar 5774","5/26/2014",,,,"true","","3","Jewish Holidays"
"27th of Iyyar 5774","5/27/2014",,,,"true","","3","Jewish Holidays"
"28th of Iyyar 5774","5/28/2014",,,,"true","","3","Jewish Holidays"
"29th of Iyyar 5774","5/29/2014",,,,"true","","3","Jewish Holidays"
"1st of Sivan 5774","5/30/2014",,,,"true","","3","Jewish Holidays"
"2nd of Sivan 5774","5/31/2014",,,,"true","","3","Jewish Holidays"
"3rd of Sivan 5774","6/1/2014",,,,"true","","3","Jewish Holidays"
"4th of Sivan 5774","6/2/2014",,,,"true","","3","Jewish Holidays"
"5th of Sivan 5774","6/3/2014",,,,"true","","3","Jewish Holidays"
"6th of Sivan 5774","6/4/2014",,,,"true","","3","Jewish Holidays"
"7th of Sivan 5774","6/5/2014",,,,"true","","3","Jewish Holidays"
"8th of Sivan 5774","6/6/2014",,,,"true","","3","Jewish Holidays"
"9th of Sivan 5774","6/7/2014",,,,"true","","3","Jewish Holidays"
"10th of Sivan 5774","6/8/2014",,,,"true","","3","Jewish Holidays"
"11th of Sivan 5774","6/9/2014",,,,"true","","3","Jewish Holidays"
"12th of Sivan 5774","6/10/2014",,,,"true","","3","Jewish Holidays"
"13th of Sivan 5774","6/11/2014",,,,"true","","3","Jewish Holidays"
"14th of Sivan 5774","6/12/2014",,,,"true","","3","Jewish Holidays"
"15th of Sivan 5774","6/13/2014",,,,"true","","3","Jewish Holidays"
"16th of Sivan 5774","6/14/2014",,,,"true","","3","Jewish Holidays"
"17th of Sivan 5774","6/15/2014",,,,"true","","3","Jewish Holidays"
"18th of Sivan 5774","6/16/2014",,,,"true","","3","Jewish Holidays"
"19th of Sivan 5774","6/17/2014",,,,"true","","3","Jewish Holidays"
"20th of Sivan 5774","6/18/2014",,,,"true","","3","Jewish Holidays"
"21st of Sivan 5774","6/19/2014",,,,"true","","3","Jewish Holidays"
"22nd of Sivan 5774","6/20/2014",,,,"true","","3","Jewish Holidays"
"23rd of Sivan 5774","6/21/2014",,,,"true","","3","Jewish Holidays"
"24th of Sivan 5774","6/22/2014",,,,"true","","3","Jewish Holidays"
"25th of Sivan 5774","6/23/2014",,,,"true","","3","Jewish Holidays"
"26th of Sivan 5774","6/24/2014",,,,"true","","3","Jewish Holidays"
"27th of Sivan 5774","6/25/2014",,,,"true","","3","Jewish Holidays"
"28th of Sivan 5774","6/26/2014",,,,"true","","3","Jewish Holidays"
"29th of Sivan 5774","6/27/2014",,,,"true","","3","Jewish Holidays"
"30th of Sivan 5774","6/28/2014",,,,"true","","3","Jewish Holidays"
"1st of Tamuz 5774","6/29/2014",,,,"true","","3","Jewish Holidays"
"2nd of Tamuz 5774","6/30/2014",,,,"true","","3","Jewish Holidays"
"3rd of Tamuz 5774","7/1/2014",,,,"true","","3","Jewish Holidays"
"4th of Tamuz 5774","7/2/2014",,,,"true","","3","Jewish Holidays"
"5th of Tamuz 5774","7/3/2014",,,,"true","","3","Jewish Holidays"
"6th of Tamuz 5774","7/4/2014",,,,"true","","3","Jewish Holidays"
"7th of Tamuz 5774","7/5/2014",,,,"true","","3","Jewish Holidays"
"8th of Tamuz 5774","7/6/2014",,,,"true","","3","Jewish Holidays"
"9th of Tamuz 5774","7/7/2014",,,,"true","","3","Jewish Holidays"
"10th of Tamuz 5774","7/8/2014",,,,"true","","3","Jewish Holidays"
"11th of Tamuz 5774","7/9/2014",,,,"true","","3","Jewish Holidays"
"12th of Tamuz 5774","7/10/2014",,,,"true","","3","Jewish Holidays"
"13th of Tamuz 5774","7/11/2014",,,,"true","","3","Jewish Holidays"
"14th of Tamuz 5774","7/12/2014",,,,"true","","3","Jewish Holidays"
"15th of Tamuz 5774","7/13/2014",,,,"true","","3","Jewish Holidays"
"16th of Tamuz 5774","7/14/2014",,,,"true","","3","Jewish Holidays"
"17th of Tamuz 5774","7/15/2014",,,,"true","","3","Jewish Holidays"
"18th of Tamuz 5774","7/16/2014",,,,"true","","3","Jewish Holidays"
"19th of Tamuz 5774","7/17/2014",,,,"true","","3","Jewish Holidays"
"20th of Tamuz 5774","7/18/2014",,,,"true","","3","Jewish Holidays"
"21st of Tamuz 5774","7/19/2014",,,,"true","","3","Jewish Holidays"
"22nd of Tamuz 5774","7/20/2014",,,,"true","","3","Jewish Holidays"
"23rd of Tamuz 5774","7/21/2014",,,,"true","","3","Jewish Holidays"
"24th of Tamuz 5774","7/22/2014",,,,"true","","3","Jewish Holidays"
"25th of Tamuz 5774","7/23/2014",,,,"true","","3","Jewish Holidays"
"26th of Tamuz 5774","7/24/2014",,,,"true","","3","Jewish Holidays"
"27th of Tamuz 5774","7/25/2014",,,,"true","","3","Jewish Holidays"
"28th of Tamuz 5774","7/26/2014",,,,"true","","3","Jewish Holidays"
"29th of Tamuz 5774","7/27/2014",,,,"true","","3","Jewish Holidays"
"1st of Av 5774","7/28/2014",,,,"true","","3","Jewish Holidays"
"2nd of Av 5774","7/29/2014",,,,"true","","3","Jewish Holidays"
"3rd of Av 5774","7/30/2014",,,,"true","","3","Jewish Holidays"
"4th of Av 5774","7/31/2014",,,,"true","","3","Jewish Holidays"
"5th of Av 5774","8/1/2014",,,,"true","","3","Jewish Holidays"
"6th of Av 5774","8/2/2014",,,,"true","","3","Jewish Holidays"
"7th of Av 5774","8/3/2014",,,,"true","","3","Jewish Holidays"
"8th of Av 5774","8/4/2014",,,,"true","","3","Jewish Holidays"
"9th of Av 5774","8/5/2014",,,,"true","","3","Jewish Holidays"
"10th of Av 5774","8/6/2014",,,,"true","","3","Jewish Holidays"
"11th of Av 5774","8/7/2014",,,,"true","","3","Jewish Holidays"
"12th of Av 5774","8/8/2014",,,,"true","","3","Jewish Holidays"
"13th of Av 5774","8/9/2014",,,,"true","","3","Jewish Holidays"
"14th of Av 5774","8/10/2014",,,,"true","","3","Jewish Holidays"
"15th of Av 5774","8/11/2014",,,,"true","","3","Jewish Holidays"
"16th of Av 5774","8/12/2014",,,,"true","","3","Jewish Holidays"
"17th of Av 5774","8/13/2014",,,,"true","","3","Jewish Holidays"
"18th of Av 5774","8/14/2014",,,,"true","","3","Jewish Holidays"
"19th of Av 5774","8/15/2014",,,,"true","","3","Jewish Holidays"
"20th of Av 5774","8/16/2014",,,,"true","","3","Jewish Holidays"
"21st of Av 5774","8/17/2014",,,,"true","","3","Jewish Holidays"
"22nd of Av 5774","8/18/2014",,,,"true","","3","Jewish Holidays"
"23rd of Av 5774","8/19/2014",,,,"true","","3","Jewish Holidays"
"24th of Av 5774","8/20/2014",,,,"true","","3","Jewish Holidays"
"25th of Av 5774","8/21/2014",,,,"true","","3","Jewish Holidays"
"26th of Av 5774","8/22/2014",,,,"true","","3","Jewish Holidays"
"27th of Av 5774","8/23/2014",,,,"true","","3","Jewish Holidays"
"28th of Av 5774","8/24/2014",,,,"true","","3","Jewish Holidays"
"29th of Av 5774","8/25/2014",,,,"true","","3","Jewish Holidays"
"30th of Av 5774","8/26/2014",,,,"true","","3","Jewish Holidays"
"1st of Elul 5774","8/27/2014",,,,"true","","3","Jewish Holidays"
"2nd of Elul 5774","8/28/2014",,,,"true","","3","Jewish Holidays"
"3rd of Elul 5774","8/29/2014",,,,"true","","3","Jewish Holidays"
"4th of Elul 5774","8/30/2014",,,,"true","","3","Jewish Holidays"
"5th of Elul 5774","8/31/2014",,,,"true","","3","Jewish Holidays"
"6th of Elul 5774","9/1/2014",,,,"true","","3","Jewish Holidays"
"7th of Elul 5774","9/2/2014",,,,"true","","3","Jewish Holidays"
"8th of Elul 5774","9/3/2014",,,,"true","","3","Jewish Holidays"
"9th of Elul 5774","9/4/2014",,,,"true","","3","Jewish Holidays"
"10th of Elul 5774","9/5/2014",,,,"true","","3","Jewish Holidays"
"11th of Elul 5774","9/6/2014",,,,"true","","3","Jewish Holidays"
"12th of Elul 5774","9/7/2014",,,,"true","","3","Jewish Holidays"
"13th of Elul 5774","9/8/2014",,,,"true","","3","Jewish Holidays"
"14th of Elul 5774","9/9/2014",,,,"true","","3","Jewish Holidays"
"15th of Elul 5774","9/10/2014",,,,"true","","3","Jewish Holidays"
"16th of Elul 5774","9/11/2014",,,,"true","","3","Jewish Holidays"
"17th of Elul 5774","9/12/2014",,,,"true","","3","Jewish Holidays"
"18th of Elul 5774","9/13/2014",,,,"true","","3","Jewish Holidays"
"19th of Elul 5774","9/14/2014",,,,"true","","3","Jewish Holidays"
"20th of Elul 5774","9/15/2014",,,,"true","","3","Jewish Holidays"
"21st of Elul 5774","9/16/2014",,,,"true","","3","Jewish Holidays"
"22nd of Elul 5774","9/17/2014",,,,"true","","3","Jewish Holidays"
"23rd of Elul 5774","9/18/2014",,,,"true","","3","Jewish Holidays"
"24th of Elul 5774","9/19/2014",,,,"true","","3","Jewish Holidays"
"25th of Elul 5774","9/20/2014",,,,"true","","3","Jewish Holidays"
"26th of Elul 5774","9/21/2014",,,,"true","","3","Jewish Holidays"
"27th of Elul 5774","9/22/2014",,,,"true","","3","Jewish Holidays"
"28th of Elul 5774","9/23/2014",,,,"true","","3","Jewish Holidays"
"29th of Elul 5774","9/24/2014",,,,"true","","3","Jewish Holidays"
"1st of Tishrei 5775","9/25/2014",,,,"true","","3","Jewish Holidays"
"2nd of Tishrei 5775","9/26/2014",,,,"true","","3","Jewish Holidays"
"3rd of Tishrei 5775","9/27/2014",,,,"true","","3","Jewish Holidays"
"4th of Tishrei 5775","9/28/2014",,,,"true","","3","Jewish Holidays"
"5th of Tishrei 5775","9/29/2014",,,,"true","","3","Jewish Holidays"
"6th of Tishrei 5775","9/30/2014",,,,"true","","3","Jewish Holidays"
"7th of Tishrei 5775","10/1/2014",,,,"true","","3","Jewish Holidays"
"8th of Tishrei 5775","10/2/2014",,,,"true","","3","Jewish Holidays"
"9th of Tishrei 5775","10/3/2014",,,,"true","","3","Jewish Holidays"
"10th of Tishrei 5775","10/4/2014",,,,"true","","3","Jewish Holidays"
"11th of Tishrei 5775","10/5/2014",,,,"true","","3","Jewish Holidays"
"12th of Tishrei 5775","10/6/2014",,,,"true","","3","Jewish Holidays"
"13th of Tishrei 5775","10/7/2014",,,,"true","","3","Jewish Holidays"
"14th of Tishrei 5775","10/8/2014",,,,"true","","3","Jewish Holidays"
"15th of Tishrei 5775","10/9/2014",,,,"true","","3","Jewish Holidays"
"16th of Tishrei 5775","10/10/2014",,,,"true","","3","Jewish Holidays"
"17th of Tishrei 5775","10/11/2014",,,,"true","","3","Jewish Holidays"
"18th of Tishrei 5775","10/12/2014",,,,"true","","3","Jewish Holidays"
"19th of Tishrei 5775","10/13/2014",,,,"true","","3","Jewish Holidays"
"20th of Tishrei 5775","10/14/2014",,,,"true","","3","Jewish Holidays"
"21st of Tishrei 5775","10/15/2014",,,,"true","","3","Jewish Holidays"
"22nd of Tishrei 5775","10/16/2014",,,,"true","","3","Jewish Holidays"
"23rd of Tishrei 5775","10/17/2014",,,,"true","","3","Jewish Holidays"
"24th of Tishrei 5775","10/18/2014",,,,"true","","3","Jewish Holidays"
"25th of Tishrei 5775","10/19/2014",,,,"true","","3","Jewish Holidays"
"26th of Tishrei 5775","10/20/2014",,,,"true","","3","Jewish Holidays"
"27th of Tishrei 5775","10/21/2014",,,,"true","","3","Jewish Holidays"
"28th of Tishrei 5775","10/22/2014",,,,"true","","3","Jewish Holidays"
"29th of Tishrei 5775","10/23/2014",,,,"true","","3","Jewish Holidays"
"30th of Tishrei 5775","10/24/2014",,,,"true","","3","Jewish Holidays"
"1st of Cheshvan 5775","10/25/2014",,,,"true","","3","Jewish Holidays"
"2nd of Cheshvan 5775","10/26/2014",,,,"true","","3","Jewish Holidays"
"3rd of Cheshvan 5775","10/27/2014",,,,"true","","3","Jewish Holidays"
"4th of Cheshvan 5775","10/28/2014",,,,"true","","3","Jewish Holidays"
"5th of Cheshvan 5775","10/29/2014",,,,"true","","3","Jewish Holidays"
"6th of Cheshvan 5775","10/30/2014",,,,"true","","3","Jewish Holidays"
"7th of Cheshvan 5775","10/31/2014",,,,"true","","3","Jewish Holidays"
"8th of Cheshvan 5775","11/1/2014",,,,"true","","3","Jewish Holidays"
"9th of Cheshvan 5775","11/2/2014",,,,"true","","3","Jewish Holidays"
"10th of Cheshvan 5775","11/3/2014",,,,"true","","3","Jewish Holidays"
"11th of Cheshvan 5775","11/4/2014",,,,"true","","3","Jewish Holidays"
"12th of Cheshvan 5775","11/5/2014",,,,"true","","3","Jewish Holidays"
"13th of Cheshvan 5775","11/6/2014",,,,"true","","3","Jewish Holidays"
"14th of Cheshvan 5775","11/7/2014",,,,"true","","3","Jewish Holidays"
"15th of Cheshvan 5775","11/8/2014",,,,"true","","3","Jewish Holidays"
"16th of Cheshvan 5775","11/9/2014",,,,"true","","3","Jewish Holidays"
"17th of Cheshvan 5775","11/10/2014",,,,"true","","3","Jewish Holidays"
"18th of Cheshvan 5775","11/11/2014",,,,"true","","3","Jewish Holidays"
"19th of Cheshvan 5775","11/12/2014",,,,"true","","3","Jewish Holidays"
"20th of Cheshvan 5775","11/13/2014",,,,"true","","3","Jewish Holidays"
"21st of Cheshvan 5775","11/14/2014",,,,"true","","3","Jewish Holidays"
"22nd of Cheshvan 5775","11/15/2014",,,,"true","","3","Jewish Holidays"
"23rd of Cheshvan 5775","11/16/2014",,,,"true","","3","Jewish Holidays"
"24th of Cheshvan 5775","11/17/2014",,,,"true","","3","Jewish Holidays"
"25th of Cheshvan 5775","11/18/2014",,,,"true","","3","Jewish Holidays"
"26th of Cheshvan 5775","11/19/2014",,,,"true","","3","Jewish Holidays"
"27th of Cheshvan 5775","11/20/2014",,,,"true","","3","Jewish Holidays"
"28th of Cheshvan 5775","11/21/2014",,,,"true","","3","Jewish Holidays"
"29th of Cheshvan 5775","11/22/2014",,,,"true","","3","Jewish Holidays"
"1st of Kislev 5775","11/23/2014",,,,"true","","3","Jewish Holidays"
"2nd of Kislev 5775","11/24/2014",,,,"true","","3","Jewish Holidays"
"3rd of Kislev 5775","11/25/2014",,,,"true","","3","Jewish Holidays"
"4th of Kislev 5775","11/26/2014",,,,"true","","3","Jewish Holidays"
"5th of Kislev 5775","11/27/2014",,,,"true","","3","Jewish Holidays"
"6th of Kislev 5775","11/28/2014",,,,"true","","3","Jewish Holidays"
"7th of Kislev 5775","11/29/2014",,,,"true","","3","Jewish Holidays"
"8th of Kislev 5775","11/30/2014",,,,"true","","3","Jewish Holidays"
"9th of Kislev 5775","12/1/2014",,,,"true","","3","Jewish Holidays"
"10th of Kislev 5775","12/2/2014",,,,"true","","3","Jewish Holidays"
"11th of Kislev 5775","12/3/2014",,,,"true","","3","Jewish Holidays"
"12th of Kislev 5775","12/4/2014",,,,"true","","3","Jewish Holidays"
"13th of Kislev 5775","12/5/2014",,,,"true","","3","Jewish Holidays"
"14th of Kislev 5775","12/6/2014",,,,"true","","3","Jewish Holidays"
"15th of Kislev 5775","12/7/2014",,,,"true","","3","Jewish Holidays"
"16th of Kislev 5775","12/8/2014",,,,"true","","3","Jewish Holidays"
"17th of Kislev 5775","12/9/2014",,,,"true","","3","Jewish Holidays"
"18th of Kislev 5775","12/10/2014",,,,"true","","3","Jewish Holidays"
"19th of Kislev 5775","12/11/2014",,,,"true","","3","Jewish Holidays"
"20th of Kislev 5775","12/12/2014",,,,"true","","3","Jewish Holidays"
"21st of Kislev 5775","12/13/2014",,,,"true","","3","Jewish Holidays"
"22nd of Kislev 5775","12/14/2014",,,,"true","","3","Jewish Holidays"
"23rd of Kislev 5775","12/15/2014",,,,"true","","3","Jewish Holidays"
"24th of Kislev 5775","12/16/2014",,,,"true","","3","Jewish Holidays"
"25th of Kislev 5775","12/17/2014",,,,"true","","3","Jewish Holidays"
"26th of Kislev 5775","12/18/2014",,,,"true","","3","Jewish Holidays"
"27th of Kislev 5775","12/19/2014",,,,"true","","3","Jewish Holidays"
"28th of Kislev 5775","12/20/2014",,,,"true","","3","Jewish Holidays"
"29th of Kislev 5775","12/21/2014",,,,"true","","3","Jewish Holidays"
"30th of Kislev 5775","12/22/2014",,,,"true","","3","Jewish Holidays"
"1st of Tevet 5775","12/23/2014",,,,"true","","3","Jewish Holidays"
"2nd of Tevet 5775","12/24/2014",,,,"true","","3","Jewish Holidays"
"3rd of Tevet 5775","12/25/2014",,,,"true","","3","Jewish Holidays"
"4th of Tevet 5775","12/26/2014",,,,"true","","3","Jewish Holidays"
